"ReportPath","GeneratedAtUtc","MetricsFile","EventCount","UniqueHosts","TotalPorts","PortsPerMinute","AvgPortsPerBatch","BatchIntervalP95","UiCloneP95","StreamDispatchP95","DiffDurationP95"
"C:\Users\Werem\AppData\Local\Temp\7c697560-1fb5-4338-8e4e-5e95dcebd55a\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-131546.json","12/31/2025 8:15:46 PM","C:\Users\Werem\AppData\Local\Temp\7c697560-1fb5-4338-8e4e-5e95dcebd55a\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\0821eecc-de2a-4d8b-9963-6034489a33c5\PortBatchReady.json","12/31/2025 8:19:03 PM","C:\Users\Werem\AppData\Local\Temp\0821eecc-de2a-4d8b-9963-6034489a33c5\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-131904.json","12/31/2025 8:19:04 PM","C:\Users\Werem\AppData\Local\Temp\0821eecc-de2a-4d8b-9963-6034489a33c5\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\0821eecc-de2a-4d8b-9963-6034489a33c5\PortBatchReady-existing.json","12/31/2025 8:19:04 PM","C:\Users\Werem\AppData\Local\Temp\0821eecc-de2a-4d8b-9963-6034489a33c5\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b3180315-5d9d-40eb-80bc-6676890d3db6\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-131943.json","12/31/2025 8:19:43 PM","C:\Users\Werem\AppData\Local\Temp\b3180315-5d9d-40eb-80bc-6676890d3db6\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b3180315-5d9d-40eb-80bc-6676890d3db6\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-131944.json","12/31/2025 8:19:44 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\c3a80d07-a770-4e70-b280-905a7bfd4594\PortBatchReady.json","12/31/2025 8:28:25 PM","C:\Users\Werem\AppData\Local\Temp\c3a80d07-a770-4e70-b280-905a7bfd4594\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\c3a80d07-a770-4e70-b280-905a7bfd4594\PortBatchReady-existing.json","12/31/2025 8:28:25 PM","C:\Users\Werem\AppData\Local\Temp\c3a80d07-a770-4e70-b280-905a7bfd4594\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-132826.json","12/31/2025 8:28:26 PM","C:\Users\Werem\AppData\Local\Temp\c3a80d07-a770-4e70-b280-905a7bfd4594\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\838854aa-eb33-4238-ab7d-c81afdfe55f3\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-132859.json","12/31/2025 8:28:59 PM","C:\Users\Werem\AppData\Local\Temp\838854aa-eb33-4238-ab7d-c81afdfe55f3\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\838854aa-eb33-4238-ab7d-c81afdfe55f3\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-132859.json","12/31/2025 8:28:59 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\3e6b6b1b-7481-48b3-a1f1-7ab28115ce66\PortBatchReady-existing.json","12/31/2025 9:09:47 PM","C:\Users\Werem\AppData\Local\Temp\3e6b6b1b-7481-48b3-a1f1-7ab28115ce66\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\3e6b6b1b-7481-48b3-a1f1-7ab28115ce66\PortBatchReady.json","12/31/2025 9:09:47 PM","C:\Users\Werem\AppData\Local\Temp\3e6b6b1b-7481-48b3-a1f1-7ab28115ce66\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-140948.json","12/31/2025 9:09:48 PM","C:\Users\Werem\AppData\Local\Temp\3e6b6b1b-7481-48b3-a1f1-7ab28115ce66\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\d759d3e5-8e36-4d10-a40e-e43f611e0763\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-141028.json","12/31/2025 9:10:28 PM","C:\Users\Werem\AppData\Local\Temp\d759d3e5-8e36-4d10-a40e-e43f611e0763\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\d759d3e5-8e36-4d10-a40e-e43f611e0763\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-141028.json","12/31/2025 9:10:29 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\fb742d25-45a5-4e66-a613-8113d9e9c480\PortBatchReady.json","12/31/2025 9:32:42 PM","C:\Users\Werem\AppData\Local\Temp\fb742d25-45a5-4e66-a613-8113d9e9c480\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-143243.json","12/31/2025 9:32:43 PM","C:\Users\Werem\AppData\Local\Temp\fb742d25-45a5-4e66-a613-8113d9e9c480\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\fb742d25-45a5-4e66-a613-8113d9e9c480\PortBatchReady-existing.json","12/31/2025 9:32:43 PM","C:\Users\Werem\AppData\Local\Temp\fb742d25-45a5-4e66-a613-8113d9e9c480\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\2c2d5622-f0ed-427b-b281-0d7f99e1705b\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-143321.json","12/31/2025 9:33:21 PM","C:\Users\Werem\AppData\Local\Temp\2c2d5622-f0ed-427b-b281-0d7f99e1705b\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\2c2d5622-f0ed-427b-b281-0d7f99e1705b\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-143322.json","12/31/2025 9:33:22 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-05.json","2025-12-06T01:23:46.7444802Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-05.json","39","39","1278","1510.769","32.769","1764.787","240.749","27.407","38.078"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-07.json","2025-12-07T11:42:34.1504239Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-07.json","2","2","12","745.969","6.0","965.1873","45.962","16.27035","41.0596"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-10.json","2025-12-10T19:32:28.6030609Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-10.json","2","2","12","356.131","6.0","2021.7307","0.0","0.0","20.3922"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-12.json","2025-12-12T21:52:55.9988534Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-12.json","0","0","0","","","","0.0","0.0","11.84115"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-20.json","2025-12-20T20:58:04.1107904Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-20.json","0","0","0","","","","0.0","0.0","12.9495"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-21.json","2025-12-21T13:55:45.0466870Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-21.json","36","36","1310","1890.161","36.389","1626.22429","32.07105","0.50455","40.1222"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-22.json","2025-12-22T14:13:11.9405432Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-22.json","0","0","0","","","","","",""
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-23.json","2025-12-23T19:23:08.9856383Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-23.json","24","24","1106","8680.689","46.083","376.76497","33.7722","0.3483","57.1386"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-24.json","2025-12-24T16:33:58.1528401Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-24.json","0","0","0","","","","","",""
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2025-12-26.json","2025-12-26T15:05:08.7351550Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2025-12-26.json","0","0","0","","","","","",""
"C:\Users\Werem\AppData\Local\Temp\8e2c257c-935f-4319-b537-d09474e33f99\PortBatchReady.json","2026-01-01T10:00:18.0791177Z","C:\Users\Werem\AppData\Local\Temp\8e2c257c-935f-4319-b537-d09474e33f99\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\8e2c257c-935f-4319-b537-d09474e33f99\PortBatchReady-existing.json","2026-01-01T10:00:18.7184033Z","C:\Users\Werem\AppData\Local\Temp\8e2c257c-935f-4319-b537-d09474e33f99\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260101-030019.json","2026-01-01T10:00:19.1115344Z","C:\Users\Werem\AppData\Local\Temp\8e2c257c-935f-4319-b537-d09474e33f99\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\cb9397f6-20db-4354-8e27-08db326b5df2\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260101-030038.json","2026-01-01T10:00:38.6625828Z","C:\Users\Werem\AppData\Local\Temp\cb9397f6-20db-4354-8e27-08db326b5df2\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\cb9397f6-20db-4354-8e27-08db326b5df2\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260101-030038.json","2026-01-01T10:00:39.1103743Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2026-01-01.json","2026-01-01T23:22:16.5982007Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2026-01-01.json","0","0","0","","","","0.0","0.0","9.9127"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-2026-01-02.json","2026-01-02T18:10:29.3140843Z","C:\Users\Werem\Projects\StateTrace\Logs\IngestionMetrics\2026-01-02.json","37","37","1274","6063.583","34.432","748.5329","25.4475","0.39675","34.21875"
"C:\Users\Werem\AppData\Local\Temp\73e5e900-442b-4a3d-940d-ae3e2992cb49\PortBatchReady.json","2026-01-04T14:15:50.9997146Z","C:\Users\Werem\AppData\Local\Temp\73e5e900-442b-4a3d-940d-ae3e2992cb49\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\73e5e900-442b-4a3d-940d-ae3e2992cb49\PortBatchReady-existing.json","2026-01-04T14:15:51.8873100Z","C:\Users\Werem\AppData\Local\Temp\73e5e900-442b-4a3d-940d-ae3e2992cb49\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-071552.json","2026-01-04T14:15:52.2026713Z","C:\Users\Werem\AppData\Local\Temp\73e5e900-442b-4a3d-940d-ae3e2992cb49\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\392f6042-d6bb-4bfe-a137-689db1eef205\PortBatchReady.json","2026-01-04T14:26:27.0458669Z","C:\Users\Werem\AppData\Local\Temp\392f6042-d6bb-4bfe-a137-689db1eef205\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\392f6042-d6bb-4bfe-a137-689db1eef205\PortBatchReady-existing.json","2026-01-04T14:26:27.6846010Z","C:\Users\Werem\AppData\Local\Temp\392f6042-d6bb-4bfe-a137-689db1eef205\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-072627.json","2026-01-04T14:26:27.9726018Z","C:\Users\Werem\AppData\Local\Temp\392f6042-d6bb-4bfe-a137-689db1eef205\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\a01ffe89-d644-4385-a393-114ca4e3abfa\PortBatchReady.json","2026-01-04T14:29:56.4741320Z","C:\Users\Werem\AppData\Local\Temp\a01ffe89-d644-4385-a393-114ca4e3abfa\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\a01ffe89-d644-4385-a393-114ca4e3abfa\PortBatchReady-existing.json","2026-01-04T14:29:57.0559937Z","C:\Users\Werem\AppData\Local\Temp\a01ffe89-d644-4385-a393-114ca4e3abfa\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-072957.json","2026-01-04T14:29:57.3531872Z","C:\Users\Werem\AppData\Local\Temp\a01ffe89-d644-4385-a393-114ca4e3abfa\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\226154df-803b-4883-ac67-bc30835a7df3\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-073014.json","2026-01-04T14:30:15.0952434Z","C:\Users\Werem\AppData\Local\Temp\226154df-803b-4883-ac67-bc30835a7df3\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\226154df-803b-4883-ac67-bc30835a7df3\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-073015.json","2026-01-04T14:30:15.4548182Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\65ea4ee3-481e-475f-b027-b0bd06bad731\PortBatchReady.json","2026-01-04T14:31:17.1195598Z","C:\Users\Werem\AppData\Local\Temp\65ea4ee3-481e-475f-b027-b0bd06bad731\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\65ea4ee3-481e-475f-b027-b0bd06bad731\PortBatchReady-existing.json","2026-01-04T14:31:17.7200058Z","C:\Users\Werem\AppData\Local\Temp\65ea4ee3-481e-475f-b027-b0bd06bad731\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-073117.json","2026-01-04T14:31:18.0046786Z","C:\Users\Werem\AppData\Local\Temp\65ea4ee3-481e-475f-b027-b0bd06bad731\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\0270765c-2edd-4da2-a858-5bf627a6b09e\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-073132.json","2026-01-04T14:31:32.1794022Z","C:\Users\Werem\AppData\Local\Temp\0270765c-2edd-4da2-a858-5bf627a6b09e\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\0270765c-2edd-4da2-a858-5bf627a6b09e\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-073132.json","2026-01-04T14:31:32.5434947Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\efa35558-fb1d-4fc8-a665-ec9746493933\PortBatchReady.json","2026-01-04T14:32:09.2035294Z","C:\Users\Werem\AppData\Local\Temp\efa35558-fb1d-4fc8-a665-ec9746493933\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\efa35558-fb1d-4fc8-a665-ec9746493933\PortBatchReady-existing.json","2026-01-04T14:32:09.7993383Z","C:\Users\Werem\AppData\Local\Temp\efa35558-fb1d-4fc8-a665-ec9746493933\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-073209.json","2026-01-04T14:32:10.0913810Z","C:\Users\Werem\AppData\Local\Temp\efa35558-fb1d-4fc8-a665-ec9746493933\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\7269348f-83ee-49e7-8e8c-ae9d2cedb420\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-073224.json","2026-01-04T14:32:24.4490200Z","C:\Users\Werem\AppData\Local\Temp\7269348f-83ee-49e7-8e8c-ae9d2cedb420\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\7269348f-83ee-49e7-8e8c-ae9d2cedb420\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-073224.json","2026-01-04T14:32:24.8360269Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\9cce85ab-1db6-4979-9b1e-44614d89cfe4\PortBatchReady.json","2026-01-04T14:39:23.7805626Z","C:\Users\Werem\AppData\Local\Temp\9cce85ab-1db6-4979-9b1e-44614d89cfe4\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\9cce85ab-1db6-4979-9b1e-44614d89cfe4\PortBatchReady-existing.json","2026-01-04T14:39:24.6201003Z","C:\Users\Werem\AppData\Local\Temp\9cce85ab-1db6-4979-9b1e-44614d89cfe4\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-073924.json","2026-01-04T14:39:24.9134410Z","C:\Users\Werem\AppData\Local\Temp\9cce85ab-1db6-4979-9b1e-44614d89cfe4\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\c14a826c-5b94-47fe-ad39-077af514a7e4\PortBatchReady.json","2026-01-04T14:43:01.8511417Z","C:\Users\Werem\AppData\Local\Temp\c14a826c-5b94-47fe-ad39-077af514a7e4\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\c14a826c-5b94-47fe-ad39-077af514a7e4\PortBatchReady-existing.json","2026-01-04T14:43:02.4200378Z","C:\Users\Werem\AppData\Local\Temp\c14a826c-5b94-47fe-ad39-077af514a7e4\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-074302.json","2026-01-04T14:43:02.6976189Z","C:\Users\Werem\AppData\Local\Temp\c14a826c-5b94-47fe-ad39-077af514a7e4\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\e16862ef-a744-498d-a593-cd87457386e9\PortBatchReady.json","2026-01-04T14:43:35.2927490Z","C:\Users\Werem\AppData\Local\Temp\e16862ef-a744-498d-a593-cd87457386e9\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e16862ef-a744-498d-a593-cd87457386e9\PortBatchReady-existing.json","2026-01-04T14:43:35.8709631Z","C:\Users\Werem\AppData\Local\Temp\e16862ef-a744-498d-a593-cd87457386e9\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-074336.json","2026-01-04T14:43:36.1644744Z","C:\Users\Werem\AppData\Local\Temp\e16862ef-a744-498d-a593-cd87457386e9\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\ed4d7373-f2ce-4b60-9dc4-681fe983a607\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-074349.json","2026-01-04T14:43:50.1012685Z","C:\Users\Werem\AppData\Local\Temp\ed4d7373-f2ce-4b60-9dc4-681fe983a607\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\ed4d7373-f2ce-4b60-9dc4-681fe983a607\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-074350.json","2026-01-04T14:43:50.4532877Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\948e2291-c522-4c6c-a0d8-3a3884d68e2f\PortBatchReady.json","2026-01-04T14:44:26.5404723Z","C:\Users\Werem\AppData\Local\Temp\948e2291-c522-4c6c-a0d8-3a3884d68e2f\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\948e2291-c522-4c6c-a0d8-3a3884d68e2f\PortBatchReady-existing.json","2026-01-04T14:44:27.1156118Z","C:\Users\Werem\AppData\Local\Temp\948e2291-c522-4c6c-a0d8-3a3884d68e2f\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-074427.json","2026-01-04T14:44:27.4089563Z","C:\Users\Werem\AppData\Local\Temp\948e2291-c522-4c6c-a0d8-3a3884d68e2f\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\e898e6ad-c844-4c0f-875e-d102bbd074e3\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-074441.json","2026-01-04T14:44:41.3932858Z","C:\Users\Werem\AppData\Local\Temp\e898e6ad-c844-4c0f-875e-d102bbd074e3\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e898e6ad-c844-4c0f-875e-d102bbd074e3\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-074441.json","2026-01-04T14:44:41.7314325Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\19e17887-d89f-4ff3-8057-ed4db46c9f7d\PortBatchReady.json","2026-01-04T14:45:16.3751972Z","C:\Users\Werem\AppData\Local\Temp\19e17887-d89f-4ff3-8057-ed4db46c9f7d\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\19e17887-d89f-4ff3-8057-ed4db46c9f7d\PortBatchReady-existing.json","2026-01-04T14:45:16.9601240Z","C:\Users\Werem\AppData\Local\Temp\19e17887-d89f-4ff3-8057-ed4db46c9f7d\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-074517.json","2026-01-04T14:45:17.3042893Z","C:\Users\Werem\AppData\Local\Temp\19e17887-d89f-4ff3-8057-ed4db46c9f7d\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\ec47382a-fb31-41b7-ad80-103d9b825481\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-074531.json","2026-01-04T14:45:31.1702255Z","C:\Users\Werem\AppData\Local\Temp\ec47382a-fb31-41b7-ad80-103d9b825481\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\ec47382a-fb31-41b7-ad80-103d9b825481\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-074531.json","2026-01-04T14:45:31.5237874Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\1c9c22e7-3996-464d-9905-373f5c97dbe3\PortBatchReady.json","2026-01-04T14:55:00.8943933Z","C:\Users\Werem\AppData\Local\Temp\1c9c22e7-3996-464d-9905-373f5c97dbe3\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\1c9c22e7-3996-464d-9905-373f5c97dbe3\PortBatchReady-existing.json","2026-01-04T14:55:01.4823432Z","C:\Users\Werem\AppData\Local\Temp\1c9c22e7-3996-464d-9905-373f5c97dbe3\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-075501.json","2026-01-04T14:55:01.7525505Z","C:\Users\Werem\AppData\Local\Temp\1c9c22e7-3996-464d-9905-373f5c97dbe3\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\b115d021-c1d9-4572-b092-b7112805118d\OutputRoot\Logs\Reports\PortBatchReady-smoke-20260104-075517.json","2026-01-04T14:55:17.2950683Z","C:\Users\Werem\AppData\Local\Temp\b115d021-c1d9-4572-b092-b7112805118d\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b115d021-c1d9-4572-b092-b7112805118d\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20260104-075517.json","2026-01-04T14:55:17.7314054Z","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b7900ad3-a43e-401d-a2c5-7e788fb0029c\PortBatchReady.json","2026-01-04T14:55:55.4162171Z","C:\Users\Werem\AppData\Local\Temp\b7900ad3-a43e-401d-a2c5-7e788fb0029c\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b7900ad3-a43e-401d-a2c5-7e788fb0029c\PortBatchReady-existing.json","2026-01-04T14:55:55.9966794Z","C:\Users\Werem\AppData\Local\Temp\b7900ad3-a43e-401d-a2c5-7e788fb0029c\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20260104-075556.json","2026-01-04T14:55:56.2858882Z","C:\Users\Werem\AppData\Local\Temp\b7900ad3-a43e-401d-a2c5-7e788fb0029c\metrics-missing-report.json","1","1","5","","5","","","",""
